profile_time,exec_time,algorithm,program,strategy,run,total_time,RC
181741,2640021,gp,imaging,GI+Random,14,2821762,0.4456641137003681
181842,2335223,gp,imaging,GI+Random,15,2517065,0.39754080689697324
188266,8082811,gp,imaging,GI+Random,16,8271077,1.3063193141563674
181996,2333941,gp,imaging,GI+Random,17,2515937,0.3973626525663621
189261,2802809,gp,imaging,GI+Random,18,2992070,0.4725622588579265
189776,1499502,gp,imaging,GI+Random,19,1689278,0.2668015880373789
184211,2161355,gp,imaging,GI+Random,20,2345566,0.37045455729991317
45067,1937106,gp,text,GI,1,1982173,1.023481479932452
43760,2332347,gp,text,GI,2,2376107,1.22688660820113
43652,2125745,gp,text,GI,3,2169397,1.120153312612482
42617,1458820,gp,text,GI,4,1501437,0.7752567322758109
42542,5061838,gp,text,GI,5,5104380,2.635611723365019
42579,1648148,gp,text,GI,6,1690727,0.8729953299342463
42642,1848578,gp,text,GI,7,1891220,0.976518520067548
42380,1959660,gp,text,GI,8,2002040,1.0337396695868455
43919,1543557,gp,text,GI,9,1587476,0.8196823818290578
43570,2637812,gp,text,GI,10,2681382,1.384513267824876
42471,1670423,gp,text,GI,11,1712894,0.8844411088676001
42818,1523471,gp,text,GI,12,1566289,0.8087426191971742
42177,2413217,gp,text,GI,13,2455394,1.2678259087058814
40641,5875391,gp,text,GI,14,5916032,3.0547026857331545
40228,1434117,gp,text,GI,15,1474345,0.7612679632559877
43554,2474817,gp,text,GI,16,2518371,1.3003436521933096
42144,2040890,gp,text,GI,17,2083034,1.0755603678738512
44084,1398147,gp,text,GI,18,1442231,0.7446861188627129
42220,1644586,gp,text,GI,19,1686806,0.8709707483852013
41713,1772322,gp,text,GI,20,1814035,0.9366645728951335
55733,1077216,gp,text,GI+Ekstazi,1,1132949,0.5849904721777521
57194,1521541,gp,text,GI+Ekstazi,2,1578735,0.8151690262258439
57343,1077386,gp,text,GI+Ekstazi,3,1134729,0.5859095630110345
57224,1286402,gp,text,GI+Ekstazi,4,1343626,0.6937721011010244
56936,3736645,gp,text,GI+Ekstazi,5,3793581,1.9587896193337468
55361,1256119,gp,text,GI+Ekstazi,6,1311480,0.677173733726477
57214,1419692,gp,text,GI+Ekstazi,7,1476906,0.7625903181009518
56935,1220757,gp,text,GI+Ekstazi,8,1277692,0.6597275308753849
56567,857365,gp,text,GI+Ekstazi,9,913932,0.47190254126033687
55922,1274983,gp,text,GI+Ekstazi,10,1330905,0.6872036997020442
57876,1236904,gp,text,GI+Ekstazi,11,1294780,0.6685508028748954
55759,1096383,gp,text,GI+Ekstazi,12,1152142,0.5949006465390938
55354,1931806,gp,text,GI+Ekstazi,13,1987160,1.0260564832951369
57767,3839549,gp,text,GI+Ekstazi,14,3897316,2.0123524775306816
55093,1043161,gp,text,GI+Ekstazi,15,1098254,0.5670759460762179
56226,1312288,gp,text,GI+Ekstazi,16,1368514,0.7066228497857047
56751,3650074,gp,text,GI+Ekstazi,17,3706825,1.9139937517313632
56326,991660,gp,text,GI+Ekstazi,18,1047986,0.5411204078697928
57514,1222127,gp,text,GI+Ekstazi,19,1279641,0.6607338837035126
56139,1238886,gp,text,GI+Ekstazi,20,1295025,0.668677306950263
83978,1324527,gp,text,GI+STARTS,1,1408505,0.7272719292878362
84469,1713673,gp,text,GI+STARTS,2,1798142,0.9284583309775176
84960,1491415,gp,text,GI+STARTS,3,1576375,0.8139504563569976
85866,1050820,gp,text,GI+STARTS,4,1136686,0.5869200465844803
85037,3498768,gp,text,GI+STARTS,5,3583805,1.8504732156019283
81551,1073398,gp,text,GI+STARTS,6,1154949,0.5963500218025901
79690,1362084,gp,text,GI+STARTS,7,1441774,0.7444501500364151
80751,1206374,gp,text,GI+STARTS,8,1287125,0.6645981959486166
83373,1447007,gp,text,GI+STARTS,9,1530380,0.7902012524936147
84619,1527726,gp,text,GI+STARTS,10,1612345,0.8325233199936076
84523,1603855,gp,text,GI+STARTS,11,1688378,0.8717824398402124
86639,1491361,gp,text,GI+STARTS,12,1578000,0.8147895139997413
87511,1710709,gp,text,GI+STARTS,13,1798220,0.9284986057443694
87015,3575780,gp,text,GI+STARTS,14,3662795,1.8912591621867443
87655,999427,gp,text,GI+STARTS,15,1087082,0.5613073602394593
87088,1406168,gp,text,GI+STARTS,16,1493256,0.7710325288448655
85850,4078248,gp,text,GI+STARTS,17,4164098,2.1501035397131147
85807,1078230,gp,text,GI+STARTS,18,1164037,0.6010425484839778
84819,1396201,gp,text,GI+STARTS,19,1481020,0.7647145538807965
84672,1266268,gp,text,GI+STARTS,20,1350940,0.6975486350081183
43245,2140483,gp,text,GI+Random,1,2183728,1.1275530265067346
39324,2887661,gp,text,GI+Random,2,2926985,1.5113286981207432
41960,2340311,gp,text,GI+Random,3,2382271,1.2300693474687439
41372,1626176,gp,text,GI+Random,4,1667548,0.86102701171815
42517,6279463,gp,text,GI+Random,5,6321980,3.2643111607833237
40459,2437628,gp,text,GI+Random,6,2478087,1.2795432841439018
41064,1924671,gp,text,GI+Random,7,1965735,1.014993830990039
42270,2206448,gp,text,GI+Random,8,2248718,1.1611101687848353
40618,2166672,gp,text,GI+Random,9,2207290,1.139719104154936
40574,2667931,gp,text,GI+Random,10,2708505,1.3985180434828068
40860,1563522,gp,text,GI+Random,11,1604382,0.8284116793725811
42769,2335385,gp,text,GI+Random,12,2378154,1.2279435626594049
42041,1833842,gp,text,GI+Random,13,1875883,0.9685993649495417
42593,5042668,gp,text,GI+Random,14,5085261,2.6257397583978697
39856,1413017,gp,text,GI+Random,15,1452873,0.7501810428221458
42498,2203499,gp,text,GI+Random,16,2245997,1.1597051990335088
39590,6821240,gp,text,GI+Random,17,6860830,3.5425426751171387
39628,1315854,gp,text,GI+Random,18,1355482,0.6998938656624825
39340,1751346,gp,text,GI+Random,19,1790686,0.924608476341027
41701,1783341,gp,text,GI+Random,20,1825042,0.9423479621097058
86021,3348235,gp,validator,GI,1,3434256,1.6683062682882457
83006,4500072,gp,validator,GI,2,4583078,2.226385498184747
84733,2756685,gp,validator,GI,3,2841418,1.3803151134414704
82723,1601161,gp,validator,GI,4,1683884,0.8180037342208282
83462,815916,gp,validator,GI,5,899378,0.43690335110735656
88564,1554754,gp,validator,GI,6,1643318,0.7982974245923726
85366,1896026,gp,validator,GI,7,1981392,0.9625283303097334
84793,848270,gp,validator,GI,8,933063,0.4532669817299105
87844,1092212,gp,validator,GI,9,1180056,0.5732522041837167
85616,647042,gp,validator,GI,10,732658,0.35591345954160947
85637,2150719,gp,validator,GI,11,2236356,1.0863857362188574
86104,2049561,gp,validator,GI,12,2135665,1.0374716696902666
85031,662531,gp,validator,GI,13,747562,0.36315358276555315
83688,693775,gp,validator,GI,14,777463,0.37767900711600544
87070,3709523,gp,validator,GI,15,3796593,1.844323748736051
87645,2185019,gp,validator,GI,16,2272664,1.1040235780072998
88195,3971748,gp,validator,GI,17,4059943,1.9722549384183896
84943,3781439,gp,validator,GI,18,3866382,1.878226121231744
85438,828054,gp,validator,GI,19,913492,0.4437597050514482
86594,2786043,gp,validator,GI,20,2872637,1.3954808009702075
96267,1829723,gp,validator,GI+Ekstazi,1,1925990,0.9356149307624354
98959,1665325,gp,validator,GI+Ekstazi,2,1764284,0.8570607596640027
96413,1377091,gp,validator,GI+Ekstazi,3,1473504,0.7158045176445214
96655,2156308,gp,validator,GI+Ekstazi,4,2252963,1.0944531494220264
97697,1760342,gp,validator,GI+Ekstazi,5,1858039,0.9026054290722718
96916,2160098,gp,validator,GI+Ekstazi,6,2257014,1.0964210599950401
97409,1514913,gp,validator,GI+Ekstazi,7,1612322,0.7832400668730115
98400,789402,gp,validator,GI+Ekstazi,8,887802,0.4312799166977771
95688,2404343,gp,validator,GI+Ekstazi,9,2500031,1.2144748056682237
95082,1950596,gp,validator,GI+Ekstazi,10,2045678,0.9937574340117225
97877,2091663,gp,validator,GI+Ekstazi,11,2189540,1.0636432772244835
96042,1387363,gp,validator,GI+Ekstazi,12,1483405,0.7206142640240346
96422,485393,gp,validator,GI+Ekstazi,13,581815,0.28263635893309225
97865,547446,gp,validator,GI+Ekstazi,14,645311,0.31348169335522924
97443,569631,gp,validator,GI+Ekstazi,15,667074,0.32405380833930647
96102,1474343,gp,validator,GI+Ekstazi,16,1570445,0.7628968945535609
98542,2496225,gp,validator,GI+Ekstazi,17,2594767,1.2604960290809673
96272,2448418,gp,validator,GI+Ekstazi,18,2544690,1.2361694287934317
98287,595323,gp,validator,GI+Ekstazi,19,693610,0.33694456987114824
95964,1362188,gp,validator,GI+Ekstazi,20,1458152,0.7083467632340286
161010,833090,gp,validator,GI+STARTS,1,994100,0.4829177735455205
157261,2508079,gp,validator,GI+STARTS,2,2665340,1.294779256153121
158347,908394,gp,validator,GI+STARTS,3,1066741,0.5182056017198693
160628,1792968,gp,validator,GI+STARTS,4,1953596,0.9490254810657225
159334,602417,gp,validator,GI+STARTS,5,761751,0.3700463705020358
160585,582681,gp,validator,GI+STARTS,6,743266,0.3610666551373955
160179,2051412,gp,validator,GI+STARTS,7,2211591,1.0743552979713422
160338,569026,gp,validator,GI+STARTS,8,729364,0.35431328737979584
160609,773421,gp,validator,GI+STARTS,9,934030,0.45373673475980536
157425,511912,gp,validator,GI+STARTS,10,669337,0.3251531373017182
160355,2144486,gp,validator,GI+STARTS,11,2304841,1.119654646510845
159659,1948680,gp,validator,GI+STARTS,12,2108339,1.0241971388785727
163124,516243,gp,validator,GI+STARTS,13,679367,0.33002554980414406
160741,963535,gp,validator,GI+STARTS,14,1124276,0.5461551783227679
159993,600413,gp,validator,GI+STARTS,15,760406,0.36939299115849017
159214,1092449,gp,validator,GI+STARTS,16,1251663,0.608037731806968
159848,821777,gp,validator,GI+STARTS,17,981625,0.47685761941114735
160189,740937,gp,validator,GI+STARTS,18,901126,0.4377525013620166
156303,611961,gp,validator,GI+STARTS,19,768264,0.3732102810332721
155685,616253,gp,validator,GI+STARTS,20,771938,0.3749950510765335
89042,3566779,gp,validator,GI+Random,1,3655821,1.7759389777698
84546,3718309,gp,validator,GI+Random,2,3802855,1.847365727508752
84916,2113430,gp,validator,GI+Random,3,2198346,1.0679210902350877
82792,2920206,gp,validator,GI+Random,4,3002998,1.4588080757686863
82333,1023034,gp,validator,GI+Random,5,1105367,0.5369694905851438
82582,3819152,gp,validator,GI+Random,6,3901734,1.8953995536131756
86822,2320117,gp,validator,GI+Random,7,2406939,1.1692522109846912
83085,671455,gp,validator,GI+Random,8,754540,0.36654338280961374
85235,3183659,gp,validator,GI+Random,9,3268894,1.5879760712567255
78711,2006283,gp,validator,GI+Random,10,2084994,1.0128565137669943
84532,1991319,gp,validator,GI+Random,11,2075851,1.0084149915825795
84239,2530464,gp,validator,GI+Random,12,2614703,1.2701806168823992
81706,1151170,gp,validator,GI+Random,13,1232876,0.5989113097049664
86561,767515,gp,validator,GI+Random,14,854076,0.41489636893538273
86462,783768,gp,validator,GI+Random,15,870230,0.4227437220325101
84119,1979175,gp,validator,GI+Random,16,2063294,1.0023150031685255
81898,1700553,gp,validator,GI+Random,17,1782451,0.8658859957489051
87487,3243999,gp,validator,GI+Random,18,3331486,1.6183822570345758
86182,634256,gp,validator,GI+Random,19,720438,0.34997718030136576
83574,1392232,gp,validator,GI+Random,20,1475806,0.7169227921789764
18727,915500,gp,gson,GI,1,934227,0.9549464736385354
7047,957312,gp,gson,GI,2,964359,0.9857467471734217
6154,958704,gp,gson,GI,3,964858,0.9862568140954285
6449,1091742,gp,gson,GI,4,1098191,1.1225469000912804
6403,914790,gp,gson,GI,5,921193,0.9416234029743341
6329,1091841,gp,gson,GI,6,1098170,1.1225254343490718
6320,842332,gp,gson,GI,7,848652,0.8674735741380738
6696,881112,gp,gson,GI,8,887808,0.9074979837534997
5993,1319931,gp,gson,GI,9,1325924,1.355330608206251
6627,832314,gp,gson,GI,10,838941,0.8575472016338497
6185,986581,gp,gson,GI,11,992766,1.0147837633125933
6224,985524,gp,gson,GI,12,991748,1.0137431859045716
6390,919009,gp,gson,GI,13,925399,0.945922684485277
6666,1041784,gp,gson,GI,14,1048450,1.0717027342244683
6487,1288285,gp,gson,GI,15,1294772,1.323487712906942
6601,1030871,gp,gson,GI,16,1037472,1.060481261940319
5988,1072628,gp,gson,GI,17,1078616,1.1025377618181689
6344,1395533,gp,gson,GI,18,1401877,1.4329681090623252
6516,850253,gp,gson,GI,19,856769,0.8757705945908374
6583,941224,gp,gson,GI,20,947807,0.9688276536001628
7865,844639,gp,gson,GI+Ekstazi,1,852504,0.87141100456607
8146,732173,gp,gson,GI+Ekstazi,2,740319,0.7567379431525816
7677,1137938,gp,gson,GI+Ekstazi,3,1145615,1.1710226790677325
8303,740370,gp,gson,GI+Ekstazi,4,748673,0.7652772198388433
7585,829221,gp,gson,GI+Ekstazi,5,836806,0.855364851175965
7751,810236,gp,gson,GI+Ekstazi,6,817987,0.8361284796223665
7815,672760,gp,gson,GI+Ekstazi,7,680575,0.6956689287470241
7859,797600,gp,gson,GI+Ekstazi,8,805459,0.823322631127575
7474,750954,gp,gson,GI+Ekstazi,9,758428,0.7752485681838858
7648,989644,gp,gson,GI+Ekstazi,10,997292,1.0194101418476689
7332,883222,gp,gson,GI+Ekstazi,11,890554,0.9103048850918376
8799,759465,gp,gson,GI+Ekstazi,12,768264,0.7853027129631617
8336,877207,gp,gson,GI+Ekstazi,13,885543,0.9051827501295611
8694,833637,gp,gson,GI+Ekstazi,14,842331,0.8610123857332544
7821,990631,gp,gson,GI+Ekstazi,15,998452,1.0205958685601495
8552,735954,gp,gson,GI+Ekstazi,16,744506,0.7610178032777166
7629,1097935,gp,gson,GI+Ekstazi,17,1105564,1.1300834199629357
8538,800526,gp,gson,GI+Ekstazi,18,809064,0.8270075835400689
7914,739129,gp,gson,GI+Ekstazi,19,747043,0.7636110693721679
8369,711226,gp,gson,GI+Ekstazi,20,719595,0.7355543221271937
64312,1063348,gp,gson,GI+STARTS,1,1127660,1.1526694694792923
28566,1055701,gp,gson,GI+STARTS,2,1084267,1.1083140908287106
30912,866006,gp,gson,GI+STARTS,3,896918,0.9168100271592747
28642,940946,gp,gson,GI+STARTS,4,969588,0.9910917169833886
25036,881309,gp,gson,GI+STARTS,5,906345,0.9264461010545813
28718,836504,gp,gson,GI+STARTS,6,865222,0.8844110669189402
24287,1242667,gp,gson,GI+STARTS,7,1266954,1.2950527597278143
31066,854814,gp,gson,GI+STARTS,8,885880,0.9055272241831007
22244,1230498,gp,gson,GI+STARTS,9,1252742,1.280525563143525
22228,1152148,gp,gson,GI+STARTS,10,1174376,1.2004215462898509
22443,928105,gp,gson,GI+STARTS,11,950548,0.9716294440474986
20868,1058677,gp,gson,GI+STARTS,12,1079545,1.1034873653663537
21740,887467,gp,gson,GI+STARTS,13,909207,0.9293715750641672
23801,941026,gp,gson,GI+STARTS,14,964827,0.9862251265712156
23033,912245,gp,gson,GI+STARTS,15,935278,0.9560207829271709
27944,748989,gp,gson,GI+STARTS,16,776933,0.794163975782554
19639,916187,gp,gson,GI+STARTS,17,935826,0.956580936580998
28155,1295502,gp,gson,GI+STARTS,18,1323657,1.3530133302259115
22371,988719,gp,gson,GI+STARTS,19,1011090,1.0335141566569865
32603,1065702,gp,gson,GI+STARTS,20,1098305,1.1226634284061277
7158,872220,gp,gson,GI+Random,1,879378,0.8988810215240064
6858,932156,gp,gson,GI+Random,2,939014,0.959839640683919
6508,941060,gp,gson,GI+Random,3,947568,0.9685833530102637
6343,763147,gp,gson,GI+Random,4,769490,0.7865559034368698
7159,850049,gp,gson,GI+Random,5,857208,0.8762193308208193
6283,710535,gp,gson,GI+Random,6,716818,0.732715733264643
6259,814049,gp,gson,GI+Random,7,820308,0.8385009552255283
6848,638681,gp,gson,GI+Random,8,645529,0.6598456715353014
6981,819566,gp,gson,GI+Random,9,826547,0.8448783250179137
6769,893318,gp,gson,GI+Random,10,900087,0.920049309876388
6293,899139,gp,gson,GI+Random,11,905432,0.9255128523576029
6661,921223,gp,gson,GI+Random,12,927884,0.9484627973133068
7052,847231,gp,gson,GI+Random,13,854283,0.8732294595846072
6619,852419,gp,gson,GI+Random,14,859038,0.8780899169275777
6153,1103236,gp,gson,GI+Random,15,1109389,1.1339932515795208
7007,880145,gp,gson,GI+Random,16,887152,0.9068274348540278
6537,772086,gp,gson,GI+Random,17,778623,0.7958914569412544
6817,967197,gp,gson,GI+Random,18,974014,0.9956158776984226
6437,755578,gp,gson,GI+Random,19,762015,0.7789151213887722
6901,797964,gp,gson,GI+Random,20,804865,0.8227154572765288
45893,8353211,gp,jcodec,GI,1,8399104,0.8357481652002614
26179,10126577,gp,jcodec,GI,2,10152756,1.01024433067217
25687,6989659,gp,jcodec,GI,3,7015346,0.6980580961665664
23865,10620737,gp,jcodec,GI,4,10644602,1.0591851929428464
24810,5261117,gp,jcodec,GI,5,5285927,0.5259732218618226
26005,7125206,gp,jcodec,GI,6,7151211,0.7115772673144571
26736,7778420,gp,jcodec,GI,7,7805156,0.7766477002906276
25997,13842216,gp,jcodec,GI,8,13868213,1.3799488099392998
24558,9774166,gp,jcodec,GI,9,9798724,0.9750165737087868
23894,10170314,gp,jcodec,GI,10,10194208,1.0143689888433132
24858,11240899,gp,jcodec,GI,11,11265757,1.1209928752331202
25393,8522233,gp,jcodec,GI,12,8547626,0.8505267640831747
24199,14272980,gp,jcodec,GI,13,14297179,1.422632832834277
24849,13130277,gp,jcodec,GI,14,13155126,1.3089934851953557
25123,9921726,gp,jcodec,GI,15,9946849,0.9897556693278301
25618,11694318,gp,jcodec,GI,16,11719936,1.1661857036494
24710,13236891,gp,jcodec,GI,17,13261601,1.3195882207635423
25959,8698094,gp,jcodec,GI,18,8724053,0.8680820344479406
24882,9179953,gp,jcodec,GI,19,9204835,0.9159219795612898
24923,12017883,gp,jcodec,GI,20,12042806,1.1983127031600869
32841,1502394,gp,jcodec,GI+Ekstazi,1,1535235,0.1527627035456667
45606,2398709,gp,jcodec,GI+Ekstazi,2,2444315,0.24322020258607072
44842,2126390,gp,jcodec,GI+Ekstazi,3,2171232,0.21604723077891333
44946,1920507,gp,jcodec,GI+Ekstazi,4,1965453,0.19557130600327718
47259,2112353,gp,jcodec,GI+Ekstazi,5,2159612,0.21489098915127935
43657,2662531,gp,jcodec,GI+Ekstazi,6,2706188,0.26927772958722324
40686,3356174,gp,jcodec,GI+Ekstazi,7,3396860,0.33800266224137243
45788,2073653,gp,jcodec,GI+Ekstazi,8,2119441,0.2108937961716163
32288,3237555,gp,jcodec,GI+Ekstazi,9,3269843,0.32536390640512586
45900,2056024,gp,jcodec,GI+Ekstazi,10,2101924,0.20915077684362454
30727,2511417,gp,jcodec,GI+Ekstazi,11,2542144,0.2529546227400986
44456,2115401,gp,jcodec,GI+Ekstazi,12,2159857,0.2149153677398138
47485,2259080,gp,jcodec,GI+Ekstazi,13,2306565,0.22951346556312924
44026,2341565,gp,jcodec,GI+Ekstazi,14,2385591,0.23737690367547024
45510,2398621,gp,jcodec,GI+Ekstazi,15,2444131,0.24320189376855914
34609,2417967,gp,jcodec,GI+Ekstazi,16,2452576,0.24404220878967522
47877,1217521,gp,jcodec,GI+Ekstazi,17,1265398,0.12591272316048002
49577,1057751,gp,jcodec,GI+Ekstazi,18,1107328,0.11018405585582403
47236,1289729,gp,jcodec,GI+Ekstazi,19,1336965,0.13303395763250073
41314,3151731,gp,jcodec,GI+Ekstazi,20,3193045,0.3177221641917839
102581,8634181,gp,jcodec,GI+STARTS,1,8736762,0.8693466364139992
46376,11879897,gp,jcodec,GI+STARTS,2,11926273,1.186717151904229
42440,11974033,gp,jcodec,GI+STARTS,3,12016473,1.195692452662627
46635,11728471,gp,jcodec,GI+STARTS,4,11775106,1.1716753637695865
44447,7901681,gp,jcodec,GI+STARTS,5,7946128,0.7906750406289079
46871,11235964,gp,jcodec,GI+STARTS,6,11282835,1.122692212110636
43697,9643856,gp,jcodec,GI+STARTS,7,9687553,0.9639545652762828
41496,9633733,gp,jcodec,GI+STARTS,8,9675229,0.9627282725207784
48294,13563047,gp,jcodec,GI+STARTS,9,13611341,1.354388904657579
50179,9253019,gp,jcodec,GI+STARTS,10,9303198,0.9257095350878786
43606,12168788,gp,jcodec,GI+STARTS,11,12212394,1.2151874626391912
41762,7378247,gp,jcodec,GI+STARTS,12,7420009,0.7383238625833691
41137,11262294,gp,jcodec,GI+STARTS,13,11303431,1.124741605618618
51050,12112576,gp,jcodec,GI+STARTS,14,12163626,1.2103348299630763
39504,8203213,gp,jcodec,GI+STARTS,15,8242717,0.8201869638731707
43116,6674069,gp,jcodec,GI+STARTS,16,6717185,0.6683897519379112
40056,12127259,gp,jcodec,GI+STARTS,17,12167315,1.2107019018532952
40992,8356274,gp,jcodec,GI+STARTS,18,8397266,0.8355652760340315
41958,8308316,gp,jcodec,GI+STARTS,19,8350274,0.8308893632486808
40297,10960248,gp,jcodec,GI+STARTS,20,11000545,1.0946031028967982
25474,15725821,gp,jcodec,GI+Random,1,15751295,1.5673238354684085
25896,15806286,gp,jcodec,GI+Random,2,15832182,1.5753724513491683
24481,11957158,gp,jcodec,GI+Random,3,11981639,1.192226314895243
25500,14857153,gp,jcodec,GI+Random,4,14882653,1.4808900970939478
27715,10570214,gp,jcodec,GI+Random,5,10597929,1.054541022074812
25124,11336676,gp,jcodec,GI+Random,6,11361800,1.130549580451954
25484,13281977,gp,jcodec,GI+Random,7,13307461,1.3241514945194197
25591,8911142,gp,jcodec,GI+Random,8,8936733,0.8892446393847043
24933,12844004,gp,jcodec,GI+Random,9,12868937,1.2805164081582698
25422,9978873,gp,jcodec,GI+Random,10,10004295,0.9954718015602794
24554,10116120,gp,jcodec,GI+Random,11,10140674,1.009042117991871
24212,9277883,gp,jcodec,GI+Random,12,9302095,0.9255997816872521
24405,13242604,gp,jcodec,GI+Random,13,13267009,1.3201263407912742
25849,14929897,gp,jcodec,GI+Random,14,14955746,1.4881631753459832
24794,17622773,gp,jcodec,GI+Random,15,17647567,1.7560113246006577
24623,14050454,gp,jcodec,GI+Random,16,14075077,1.4005326970355885
24684,13243004,gp,jcodec,GI+Random,17,13267688,1.3201939043080697
25198,7627725,gp,jcodec,GI+Random,18,7652923,0.7614998404197495
25182,15729700,gp,jcodec,GI+Random,19,15754882,1.5676807579054415
25215,12250005,gp,jcodec,GI+Random,20,12275220,1.2214389287749685
23547,13705278,gp,jfreechart,GI,1,13728825,2.8757581848034905
10652,13775429,gp,jfreechart,GI,2,13786081,2.887751520768448
10485,15861900,gp,jfreechart,GI,3,15872385,3.3247667645339023
10342,6868119,gp,jfreechart,GI,4,6878461,1.4408218124713223
10459,15030381,gp,jfreechart,GI,5,15040840,3.150584171356233
10184,4143349,gp,jfreechart,GI,6,4153533,0.8700348733851146
10069,5089852,gp,jfreechart,GI,7,5099921,1.0682734726097247
10973,3265439,gp,jfreechart,GI,8,3276412,0.6863055378583655
10005,21253615,gp,jfreechart,GI,9,21263620,4.4540613820593675
10135,4817887,gp,jfreechart,GI,10,4828022,1.0113191611744865
10085,3770792,gp,jfreechart,GI,11,3780877,0.7919751310461942
10813,4464853,gp,jfreechart,GI,12,4475666,0.9375116320549428
10415,4820910,gp,jfreechart,GI,13,4831325,1.012011036064319
9984,4025578,gp,jfreechart,GI,14,4035562,0.8453236494588535
9991,4449609,gp,jfreechart,GI,15,4459600,0.9341463090213217
10351,39073456,gp,jfreechart,GI,16,39083807,8.186831565959212
10319,4603810,gp,jfreechart,GI,17,4614129,0.9665152871778281
10623,3735701,gp,jfreechart,GI,18,3746324,0.7847373614220993
10557,4709390,gp,jfreechart,GI,19,4719947,0.9886808388255136
11190,3753590,gp,jfreechart,GI,20,3764780,0.7886033144849968
13840,1683877,gp,jfreechart,GI+Ekstazi,1,1697717,0.35561845665816466
14787,1463225,gp,jfreechart,GI+Ekstazi,2,1478012,0.3095971509752493
13100,1472951,gp,jfreechart,GI+Ekstazi,3,1486051,0.3112810693038488
13333,1160292,gp,jfreechart,GI+Ekstazi,4,1173625,0.2458376226399562
13755,1488844,gp,jfreechart,GI+Ekstazi,5,1502599,0.31474735621785116
13560,1247545,gp,jfreechart,GI+Ekstazi,6,1261105,0.2641619385232608
13619,1680750,gp,jfreechart,GI+Ekstazi,7,1694369,0.3549171556799148
13650,1623330,gp,jfreechart,GI+Ekstazi,8,1636980,0.3428959603869682
13260,1928940,gp,jfreechart,GI+Ekstazi,9,1942200,0.40682997609229776
12834,1372553,gp,jfreechart,GI+Ekstazi,10,1385387,0.29019511898289574
12532,1825866,gp,jfreechart,GI+Ekstazi,11,1838398,0.385086713205709
13377,1509522,gp,jfreechart,GI+Ekstazi,12,1522899,0.31899956943722796
12984,1755201,gp,jfreechart,GI+Ekstazi,13,1768185,0.37037929218245264
12905,1623125,gp,jfreechart,GI+Ekstazi,14,1636030,0.34269696518704656
13470,1714851,gp,jfreechart,GI+Ekstazi,15,1728321,0.36202903465648034
13250,1583375,gp,jfreechart,GI+Ekstazi,16,1596625,0.33444285376293115
13195,1792370,gp,jfreechart,GI+Ekstazi,17,1805565,0.37820922962778786
13226,1589499,gp,jfreechart,GI+Ekstazi,18,1602725,0.3357206124150592
13357,1374458,gp,jfreechart,GI+Ekstazi,19,1387815,0.290703708820169
12201,1472442,gp,jfreechart,GI+Ekstazi,20,1484643,0.31098613747070186
43023,5421204,gp,jfreechart,GI+STARTS,1,5464227,1.14458415187565
25758,1368410,gp,jfreechart,GI+STARTS,2,1394168,0.29203446303606556
30554,1615706,gp,jfreechart,GI+STARTS,3,1646260,0.3448398292872547
26624,1079423,gp,jfreechart,GI+STARTS,4,1106047,0.23168215146069285
25849,1733716,gp,jfreechart,GI+STARTS,5,1759565,0.3685736725789537
26228,1375103,gp,jfreechart,GI+STARTS,6,1401331,0.29353488684347423
25593,1676248,gp,jfreechart,GI+STARTS,7,1701841,0.3564823052944558
29382,1664234,gp,jfreechart,GI+STARTS,8,1693616,0.354759425800398
25144,1673764,gp,jfreechart,GI+STARTS,9,1698908,0.3558679337982769
24641,1480148,gp,jfreechart,GI+STARTS,10,1504789,0.31520609252082826
26681,1246963,gp,jfreechart,GI+STARTS,11,1273644,0.2667884656935941
25718,1486937,gp,jfreechart,GI+STARTS,12,1512655,0.3168537727761789
28125,802777,gp,jfreechart,GI+STARTS,13,830902,0.17404790484761734
24985,1511291,gp,jfreechart,GI+STARTS,14,1536276,0.32180163132075523
25099,1338525,gp,jfreechart,GI+STARTS,15,1363624,0.2856364531556397
24930,1080069,gp,jfreechart,GI+STARTS,16,1104999,0.23146262833488462
26237,1318802,gp,jfreechart,GI+STARTS,17,1345039,0.2817434786392792
30196,1376513,gp,jfreechart,GI+STARTS,18,1406709,0.29466140914366185
25363,1468491,gp,jfreechart,GI+STARTS,19,1493854,0.3129155530354152
25544,1288280,gp,jfreechart,GI+STARTS,20,1313824,0.27520491530711927
9912,1379697,gp,jfreechart,GI+Random,1,1389609,0.2910794955450735
9497,2180386,gp,jfreechart,GI+Random,2,2189883,0.45871179514721927
9604,3207183,gp,jfreechart,GI+Random,3,3216787,0.6738159707053929
9777,3181725,gp,jfreechart,GI+Random,4,3191502,0.6685195563580066
9551,3078476,gp,jfreechart,GI+Random,5,3088027,0.6468447897139171
9189,2052614,gp,jfreechart,GI+Random,6,2061803,0.43188305282516104
9537,1049297,gp,jfreechart,GI+Random,7,1058834,0.22179250896185357
10063,683097,gp,jfreechart,GI+Random,8,693160,0.14519527660804094
9838,1962727,gp,jfreechart,GI+Random,9,1972565,0.4131904910876858
9653,1989462,gp,jfreechart,GI+Random,10,1999115,0.41875188325391505
9197,2771315,gp,jfreechart,GI+Random,11,2780512,0.5824300434993034
9708,1162189,gp,jfreechart,GI+Random,12,1171897,0.24547566084473044
9988,1842923,gp,jfreechart,GI+Random,13,1852911,0.3881267314546162
