MethodName,MethodIndex,Patch,Compiled,AllTestsPassed,TotalExecutionTime(ms),Fitness,FitnessImprovement,TimeStamp,algorithm,program,strategy,run,RIC
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1664 |,TRUE,TRUE,75638.32,75638,361,1598478195801,gp,codec,Gin,1,0.2791956689868523
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1850 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1866 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1866 |,TRUE,TRUE,72515.45,72515,1705,1598478006364,gp,codec,Gin,2,1.3186388244392884
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 |,TRUE,TRUE,72808.54,72808,227,1598476526475,gp,codec,Gin,3,0.17556071152358854
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1992 |,TRUE,TRUE,75755.66,75755,1267,1598475888696,gp,codec,Gin,4,0.979891724671307
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1879 |,TRUE,TRUE,75743.336,75743,637,1598478651982,gp,codec,Gin,5,0.49265274555297756
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1905 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1759 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1771 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1632 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1771 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1569 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1570 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1640 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1542 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1599 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1943 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1759 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1771 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1632 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1771 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1725 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:915 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1640 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:2758 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1725 |,TRUE,TRUE,72360.164,72360,1055,1598482791940,gp,codec,Gin,6,0.8159319412219644
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1677 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1677 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1850 |,TRUE,TRUE,72570.08,72570,1390,1598478398244,gp,codec,Gin,7,1.0750193348801238
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1717 |,TRUE,TRUE,72247.31,72247,2319,1598478488645,gp,codec,Gin,8,1.7935034802784222
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.CopyStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1705 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1579:1580 |,TRUE,TRUE,75758.18,75758,624,1598476357418,gp,codec,Gin,9,0.48259860788863107
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1866 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1725 |,TRUE,TRUE,74896.11,74896,1357,1598480097401,gp,codec,Gin,10,1.0494972931167827
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1918 |,TRUE,TRUE,89241.9,89241,401,1598478263007,gp,codec,Gin,11,0.31013147718484146
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.CopyStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:606 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1991:1991 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1918 |,TRUE,TRUE,88702.85,88702,1319,1598478514998,gp,codec,Gin,12,1.020108275328693
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.CopyStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1564 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1687:1688 |,TRUE,TRUE,86001.16,86001,924,1598476294451,gp,codec,Gin,13,0.7146171693735499
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1905 |,TRUE,TRUE,88017.08,88017,2131,1598479679904,gp,codec,Gin,14,1.6481051817478731
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1856 |,TRUE,TRUE,88929.445,88929,962,1598477096285,gp,codec,Gin,15,0.7440061871616396
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1856 |,TRUE,TRUE,88945.74,88945,1701,1598475805297,gp,codec,Gin,16,1.3155452436194897
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1563 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1564 |,TRUE,TRUE,89415.24,89415,1367,1598479731725,gp,codec,Gin,17,1.05723124516628
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1905 |,TRUE,TRUE,88826.52,88826,1035,1598475714546,gp,codec,Gin,18,0.8004640371229699
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1992 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1550 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1570 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1605 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1866 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1943 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1550 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1570 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1550 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1570 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1745 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1918 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:279 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1929 | gin.edit.statement.CopyStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:688 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1724:1725 |,TRUE,TRUE,88612.945,88612,1921,1598497061725,gp,codec,Gin,19,1.48569218870843
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 |,TRUE,TRUE,88757.8,88757,1740,1598477160777,gp,codec,Gin,20,1.345707656612529
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1866 |,TRUE,TRUE,79109.57,79109,1688,1598518363943,gp,codec,Ekstazi,1,1.305491105955143
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1657 |,TRUE,TRUE,68350.3,68350,11853,1598518240367,gp,codec,Ekstazi,2,9.167053364269142
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1992 |,TRUE,TRUE,69477.195,69477,11314,1598518136722,gp,codec,Ekstazi,3,8.750193348801238
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1992 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1717 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1717 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1856 |,TRUE,TRUE,68555.43,68555,11693,1598517804671,gp,codec,Ekstazi,4,9.043310131477185
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1384 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1840 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1840 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1850 |,TRUE,TRUE,68362.836,68362,12162,1598518230216,gp,codec,Ekstazi,5,9.406032482598608
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1905 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1725 |,TRUE,TRUE,72851.17,72851,2889,1598517660119,gp,codec,Ekstazi,6,2.234338747099768
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1866 |,TRUE,TRUE,86516.664,86516,3968,1598517313473,gp,codec,Ekstazi,7,3.068832173240526
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1879 |,TRUE,TRUE,86057.555,86057,1727,1598517196029,gp,codec,Ekstazi,8,1.3356535189481826
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1866 |,TRUE,TRUE,86232.68,86232,3805,1598518577589,gp,codec,Ekstazi,9,2.94276875483372
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 |,TRUE,TRUE,86247.05,86247,5162,1598517658792,gp,codec,Ekstazi,10,3.9922660479505025
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1657 |,TRUE,TRUE,86361.2,86361,4641,1598517198796,gp,codec,Ekstazi,11,3.589327146171694
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1717 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1745 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1641 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1970 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1527 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1918 |,TRUE,TRUE,86203.23,86203,4049,1598517658835,gp,codec,Ekstazi,12,3.131477184841454
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1657 |,TRUE,TRUE,86181.67,86181,4684,1598517658117,gp,codec,Ekstazi,13,3.622583139984532
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1717 |,TRUE,TRUE,72897.31,72897,21475,1598517674403,gp,codec,Ekstazi,14,16.608662026295438
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1992 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 |,TRUE,TRUE,72917.4,72917,21188,1598520954237,gp,codec,Ekstazi,15,16.386697602474865
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1905 |,TRUE,TRUE,72715.65,72715,22450,1598521155268,gp,codec,Ekstazi,16,17.362722351121423
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1604 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1605 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1918 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:304 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1605 | gin.edit.statement.CopyStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:417 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1604:1605 |,TRUE,TRUE,79023.07,79023,2306,1598520206969,gp,codec,Ekstazi,17,1.7834493426140758
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1657 |,TRUE,TRUE,92159.92,92159,2062,1598521075681,gp,codec,Ekstazi,18,1.5947409126063419
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1992 |,TRUE,TRUE,92997.914,92997,1830,1598517714406,gp,codec,Ekstazi,19,1.4153132250580047
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.CopyStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1705 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1640:1640 |,TRUE,TRUE,91850.71,91850,2320,1598518813932,gp,codec,Ekstazi,20,1.794276875483372
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1663 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1664 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1879 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1866 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1879 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1687 |,TRUE,TRUE,92707.414,92707,2781,1598519312137,gp,codec,STARTS,1,2.1508120649651974
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1905 |,TRUE,TRUE,92552.68,92552,2497,1598518564241,gp,codec,STARTS,2,1.931167826759474
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1725 |,TRUE,TRUE,91960.305,91960,2284,1598517337967,gp,codec,STARTS,3,1.7664346481051818
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1905 |,TRUE,TRUE,72795.42,72795,21568,1598518285868,gp,codec,STARTS,4,16.68058778035576
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1866 |,TRUE,TRUE,93165.016,93165,4408,1598521117889,gp,codec,STARTS,5,3.4091260634184066
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1918 |,TRUE,TRUE,92402.375,92402,76,1598517951062,gp,codec,STARTS,6,0.05877803557617943
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1725 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 |,TRUE,TRUE,93001.77,93001,1105,1598517346097,gp,codec,STARTS,7,0.8546017014694509
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1495 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1918 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1850 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1992 |,TRUE,TRUE,72746.375,72746,23748,1598519012302,gp,codec,STARTS,8,18.366589327146173
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1850 |,TRUE,TRUE,92871.17,92871,4536,1598517836138,gp,codec,STARTS,9,3.508120649651972
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 |,TRUE,TRUE,92285.66,92285,1643,1598517584751,gp,codec,STARTS,10,1.2706883217324052
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 |,TRUE,TRUE,92045.8,92045,2585,1598518310539,gp,codec,STARTS,11,1.9992266047950502
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1717 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1745 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1376 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1979 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1717 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1745 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1641 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1970 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:2154 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1979 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:2154 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1979 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1510 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1717 | gin.edit.statement.ReplaceStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1631 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1866 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1717 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1724 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1746 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1528 |,TRUE,TRUE,68475.164,68475,26993,1598533831211,gp,codec,STARTS,12,20.876256767208044
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 |,TRUE,TRUE,92686.41,92686,1271,1598517224515,gp,codec,STARTS,13,0.982985305491106
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1771 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1771 |,TRUE,TRUE,93503.19,93503,1553,1598517961029,gp,codec,STARTS,14,1.2010827532869297
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1745 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1746 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1532 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1745 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1979 | gin.edit.statement.CopyStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1991 -> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1631:1631 | gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1724 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 |,TRUE,TRUE,73057.586,73057,20977,1598526588516,gp,codec,STARTS,15,16.22351121423047
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1856 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1528 |,TRUE,TRUE,92936.83,92936,1865,1598517958659,gp,codec,STARTS,16,1.4423820572312451
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1879 |,TRUE,TRUE,86656.2,86656,4162,1598517543915,gp,codec,STARTS,17,3.2188708430007735
"org.apache.commons.codec.language.bm.Rule.List<Rule>>parseRules(Scanner,String)",-44613918,| gin.edit.statement.SwapStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1783 <-> ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1771 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1892 | gin.edit.statement.DeleteStatement ./src/main/java/org/apache/commons/codec/language/bm/Rule.java:1879 |,TRUE,TRUE,73287.58,73287,20367,1598518399348,gp,codec,STARTS,18,15.751740139211137
